0,1,2,3,4,5,6,7,8,9,10
38.495269775390625,0.0,17.100261688232422,0.0,0.0,0.0,20.92575454711914,0.0,25.408737182617188,0.0,0.0
38.40633010864258,0.0,17.117996215820312,0.0,0.0,0.0,21.02086067199707,0.0,25.3705997467041,0.0,0.0
38.55924606323242,0.0,17.088476181030273,0.0,0.0,0.0,20.85384750366211,0.0,25.436767578125,0.0,0.0
38.33097457885742,0.0,17.121938705444336,0.0,0.0,0.0,21.089035034179688,0.0,25.330636978149414,0.0,0.0
38.14282989501953,0.0,17.162616729736328,0.0,0.0,0.0,21.262544631958008,0.0,25.251319885253906,0.0,0.0
38.23257064819336,0.0,17.14895248413086,0.0,0.0,0.0,21.195960998535156,0.0,25.292858123779297,0.0,0.0
38.17506790161133,0.0,17.158607482910156,0.0,0.0,0.0,21.250516891479492,0.0,25.26657485961914,0.0,0.0
38.04973602294922,0.0,17.994380950927734,0.0,0.0,0.0,20.66796112060547,0.0,23.363264083862305,0.0,0.0
37.982574462890625,0.0,17.998371124267578,0.0,0.0,0.0,20.730878829956055,0.0,23.317659378051758,0.0,0.0
37.998653411865234,0.0,17.996366500854492,0.0,0.0,0.0,20.71664047241211,0.0,23.327993392944336,0.0,0.0
37.96379470825195,0.0,18.000797271728516,0.0,0.0,0.0,20.747299194335938,0.0,23.305639266967773,0.0,0.0
37.814491271972656,0.0,18.019224166870117,0.0,0.0,0.0,20.871885299682617,0.0,23.20948600769043,0.0,0.0
38.201419830322266,0.0,17.181243896484375,0.0,0.0,0.0,20.943708419799805,0.0,23.347774505615234,0.0,0.0
37.92007827758789,0.0,18.0063533782959,0.0,0.0,0.0,20.78485870361328,0.0,23.277585983276367,0.0,0.0
37.78331756591797,0.0,18.022869110107422,0.0,0.0,0.0,20.896610260009766,0.0,23.189281463623047,0.0,0.0
38.169673919677734,0.0,17.185771942138672,0.0,0.0,0.0,20.969274520874023,0.0,23.327842712402344,0.0,0.0
38.06721878051758,0.0,17.987356185913086,0.0,0.0,0.0,20.654651641845703,0.0,23.371753692626953,0.0,0.0
38.112953186035156,0.0,17.98122215270996,0.0,0.0,0.0,20.611989974975586,0.0,23.40084457397461,0.0,0.0
